song_id,title,artist,album,year_released,duration,tempo,loudness
2759,Foam Born (A) The Backtrack (Album Version),Between The Buried And Me,Colors,2007,133.82,120.66,-8.06
2761,Foggy Mountain Top,Skeeter Davis,The End Of The World,1963,160.76,148.65,-13.32
2762,FoliAPSo Ausente,Spok Frevo Orquestra,Passo De Anjo Ao Vivo,2007,286.04,102.16,-8.43
2763,Follow Me Up To Carlow,Planxty,Planxty,1973,139.73,71.34,-14.32
2764,Follow The Leader,Eric B. & Rakim,Gold,1988,335.02,219.94,-9.41
2766,Follow The Light (Radio Edit),Sub Focus,Rock It,2009,214.83,86.99,-7.02
2767,Follow You Home (Album Version),Nickelback,All The Right Reasons,2005,260.34,140.03,-3.69
2770,Folly Ranking,Johnny Osbourne,Mr. Budy Bye,2007,202.03,136.72,-13.64
2774,Fool For Your Loving,Whitesnake,Whitesnake's Greatest Hits,1980,250.36,125.78,-7.36
2775,Foolish Little Girl,The Shirelles,Karaoke: 60's Star Power - Singing to the Hits,1963,132.34,116.76,-11.49
2776,Fools Like You,Blue Rodeo,Lost Together,1992,280.66,126.10,-6.03
2778,For All We Know,Ann Hampton Callaway,Signature,2005,304.72,206.98,-16.66
2924,Gangsta Roll,Ini Kamoze,5150 Rule,2009,229.67,119.27,-7.26
2780,For Anything,Vanessa Daou,Slow to Burn (Deluxe),1996,179.93,102.01,-13.95
2784,For My People,EPMD,Business As Usual,1990,188.32,186.39,-10.55
2786,For The Good Times,Dart,Don't Let The Bastards Get You Down,2002,340.53,148.03,-10.01
2789,For You,Mr. Lif,Mo' Mega,2006,327.63,107.32,-7.14
2792,For Your Passion My Love,Aeoliah,Divinaura,2007,307.10,126.98,-15.23
2795,Forever,VHS Or Beta,Night On Fire,2004,343.56,123.85,-5.82
2796,Forever,Orbital,Snivilisation,1994,478.46,87.98,-13.27
2801,Forever Consumed Oblivion,Goatwhore,A Haunting Curse,2006,225.65,110.99,-4.44
2803,Forever Until Sunday,Bruford,One Of A Kind,1979,351.42,78.14,-14.86
2808,Forgiveness (Love Life Album Version),Charlie Peacock,Love Life,1991,295.21,132.76,-10.81
2809,Forming,The Germs,Germicide,1977,206.05,133.14,-11.51
2811,Fortress,Tim Exile,Listening Tree,2009,369.58,110.00,-6.56
2812,Fortunate Fool,Jack Johnson,Brushfire Fairytales,2000,228.70,128.68,-10.74
2813,Fortune Teller,The Rolling Stones,Got Live if you want it!,1963,116.92,173.85,-7.00
2818,Fractured Quantum,Ace Frehley,Anomaly,2009,379.32,89.97,-10.52
2819,Framed,The Sensational Alex Harvey Band,Zalvation,1972,536.03,92.46,-9.25
2820,Frankie & Sue,Darden Smith,Extra Extra,1990,207.41,153.97,-10.05
2821,Frankie And Johnny,Gene Autry,"Blues Singer 1929-1931 ""Booger Rooger Saturday Nite",1996,163.53,81.83,-17.12
2822,Franks Plea,Marco Beltrami,Flight Of The Phoenix,2004,160.78,120.48,-19.31
2823,Freak,Stephen Pearcy,Anthology 1977-2007,2002,216.63,130.28,-2.46
2824,Freak Break,Lady Saw,Oracabessa Volume 1,2000,272.69,90.18,-7.20
2825,Freak it all Night,DJ Guy,Freak it all Night,2009,237.09,146.98,-8.20
2827,Freaks (Album Version),Soul Asylum,While You Were Out,1986,206.76,191.23,-10.29
2828,Freaxxx,brokeNCYDE,BC 13-EP,2008,214.99,119.61,-11.59
2830,Free (Album Version),Dark new Day,Twelve Year Silence,2005,278.02,133.99,-5.91
2834,Free Love,Long Beach Dub Allstars,Wonders Of The World,2001,205.11,150.57,-1.87
2836,Freedom,Jah Cure,The Universal Cure,2008,287.66,85.73,-6.30
2840,Freestyle Ministry (server Verbals),KRS-One,Keep Right,2004,136.96,95.29,-4.18
2842,Freeze,Pepper,Pink Crustaceans and  Good Vibrations,2008,204.51,220.10,-5.29
2843,Freezin' From The Inside Out,John Sebastian,Tar Beach,2001,284.00,71.95,-13.45
2844,Frei zu sein,In Extremo,Frei zu sein,2008,186.07,170.10,-2.14
2845,Frei zu sein,In Extremo,SA$?ngerkrieg,2008,260.60,146.10,-6.44
2846,Freight Train,Elizabeth Cotten,Live!,1958,295.60,99.96,-16.68
2847,Freiwild,K.I.Z.,Hahnenkampf Live,2005,234.68,183.62,-5.46
2849,French Touch,Richard Galliano,Concerts InA(c)dits: Solo - Duo - Trio,1999,201.09,79.53,-16.94
2851,Friday Night,"Sex Machine ft. ShA""na",Friday Night,2006,418.87,128.00,-4.96
2854,Frieda,David Benoit,Here's To You Charlie Brown - 50 Great Years!,2000,274.10,152.08,-10.03
2855,Friend Or Foe,Adam Ant,The Very Best Of,1982,203.91,183.91,-6.27
2856,FRIENDS IN FALL RIVER  (LP Version),Silverstein,18 CANDLES: THE EARLY YEARS,2006,181.81,200.38,-5.99
2859,Frisch Verliebt,Der Plan,Perlen...,1988,163.63,146.14,-13.01
2862,From a Jack To a King,Ned Miller,Sweet Sounds of Country Vol. 1,1963,131.84,99.33,-10.11
2863,From A Jack To A King,Ned Miller,100 Country Classics,1963,128.26,99.31,-7.07
2864,From Afar (Album Version),Van Halen,Van Halen III,1998,324.23,87.90,-9.06
2865,From Da Back,DJ Godfather,Da Bomb Vol 6,2003,45.09,170.55,-9.69
2866,From Ivory Towers Above The Control Grid,Kalibas,Enthusiastic Corruption Of The Common Good,2003,164.21,93.51,-6.04
2867,From My Hands,Salt The Wound,Ares,2009,241.16,174.42,-5.06
2868,From Now Until Then,Marshall Crenshaw,What's in the Bag?,2003,244.77,121.84,-5.94
2870,From The Blind (LP Version),Daath,The Hinderers,2006,230.87,97.15,-3.33
2872,From the Gardner Meditations: African Tarantella,Stefon Harris,African Tarantella,2006,538.28,70.88,-12.17
2873,From The Pain,Adam Richman,Adam Richman Live at Maxwell's 02/28/2006,2005,344.95,127.68,-22.65
2874,From The Ritz To The Rubble,Arctic Monkeys,Whatever People Say I Am_ That's What I'm Not,2004,193.44,184.02,-5.33
2880,Frustration,Rocket From The Tombs,Rocket Redux,2002,138.45,164.23,-7.36
2882,Fuck You,Norther,Till Death Unites Us,2006,122.72,200.06,-3.78
2884,Fuckaz,The Bug Featuring Spaceape,London Zoo,2008,327.99,96.02,-7.84
2885,Fucked,Less Than Jake,Losers_ Kings And Things We Don't Understand,1995,82.65,192.24,-12.56
2888,Fuego De Noche_ Nieve De DAa,Ricky Martin,La Historia,2001,336.20,141.71,-8.53
2889,Fuel the Fire,Unearth,Stings of Conscience,2001,222.28,160.78,-6.34
2891,Full House,Alan Silvestri,Night At The Museum,2006,81.50,84.62,-18.11
2892,Full Of Voices,Maximilian Hecker,Live Radio Sessions,2005,205.79,129.49,-8.06
2893,Function Of The Sun,The Ruby Suns,The Ruby Suns,2005,70.90,42.53,-9.88
2895,Funk You,Babylon Disco,Viva Life,2005,153.44,133.35,-5.14
2900,Future,Cut Copy,Bright Like Neon Love,2004,312.08,119.56,-8.78
2901,Future Prospects,Nic Endo,White Heat,1998,388.02,88.40,-2.93
2902,Future Traffic Song,Ashtrax,Xtreme Control EP,2002,278.36,123.01,-12.80
2903,Future/Now (LP Version),MC5,High Time,1971,381.31,171.94,-12.00
2907,Gabriel's Oboe (La Mision),Carlos NuA+-ez,Cinema Do Mar,2007,179.64,131.99,-10.38
2908,Gaffo's Ball,Sharon Shannon,The Galway Girl - The Best Of Sharon Shannon,2007,191.92,234.33,-10.00
2912,Gallows (Album Version),Atreyu,Congregation of the Damned,2009,208.67,138.54,-3.64
2916,Gamble Calypso,Mau Mau,Safari Beach (Tucasa Micasa),2000,232.12,89.67,-8.71
2920,Games That Lovers Play,James Last,Welthits In Gold,1967,260.13,167.83,-13.38
2922,Gammer Gerten's Needle,Deep Blue Something,Home,1995,199.39,158.24,-7.34
2923,Gangsta Lean (Gangstapella),D.R.S.,Gangsta Lean,1993,237.17,165.17,-22.26
2929,Garbage Dump,GG Allin,You Give Love a Bad Name,1999,143.59,140.97,-12.19
2935,Gay Ranchero,The Mystic Moods Orchestra,Mexican Trip,1967,147.33,124.51,-21.44
2937,Gedroomd,Hef feat. Big2 & Dio,Hefvermogen,2009,219.30,102.37,-9.91
2938,Geek USA (Album Version),Between The Buried And Me,The Anatomy Of,2006,325.12,126.77,-5.09
2942,Generation Aliens,Lizzy Borden,Menace To Society,1986,268.41,145.88,-2.34
2943,Genesis,Busta Rhymes,Genesis,2001,231.60,106.96,-10.07
2944,Genio Atrapado,Christina Aguilera,Christina Aguilera/Stripped,2000,278.05,84.66,-3.68
2945,Genius,Kings Of Leon,Youth & Young Manhood,2003,168.83,125.88,-6.54
2946,Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie),X-ecutioners featuring Tom Tom Club & Biz Markie,Built From Scratch,2001,236.43,102.64,-5.44
2953,Get A Hold,A Tribe Called Quest,Beats_ Rhymes & Life,1996,215.27,95.19,-8.09
2955,Get Away,Rooney,Calling The World,2007,171.94,119.41,-3.32
2959,Get Down,Amil,All Money Is Legal,2000,269.19,90.89,-6.88
2962,Get It For Free,MAPtley CrA1/4e,Dr Feelgood Deluxe Edition,1999,254.01,127.75,-7.20
2963,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],Fat Joe,All Or Nothing,2005,211.59,100.78,-7.24
2966,Get It Together,Beastie Boys,Ill Communication,1994,245.71,101.04,-8.13
2967,Get It While You Can,Janis Joplin,Cheap Thrills/Kozmic Blues/Pearl,1971,205.53,74.96,-10.51
2968,Get Me To The Church On Time,Shelly Manne,1954-56 Combinations,1996,255.40,121.87,-18.62
2970,Get Moose and Squirrel,Virgil Moorefield,Unsettled Scores,1995,155.87,45.13,-10.37
2971,Get On Our Own,Buzzcocks,French,1978,144.77,181.42,-11.06
2972,Get On Top (Album Version),Red Hot Chili Peppers,Californication,1999,198.06,76.99,-1.48
2975,Get that Girl (Remix),Mother Superior,Grande,2008,169.64,145.48,-7.34
2981,Get Your Hustle On,Lost Boyz,Love_ Peace & Nappiness,1997,243.54,93.17,-9.73
2982,Get-U-Now,KMD,Bl_ck B_st_rds,2001,147.23,103.97,-9.65
2983,Getaway,KRS-One,Adventures In Emceein,2008,187.25,109.07,-5.73
2984,Gettin' Better,Tesla,Five Man Acoustical Jam,1986,210.29,128.26,-10.22
2985,Gettin' Together,Tommy James And The Shondells,Anthology,1989,136.12,142.96,-11.30
2986,Getting Closer,Cocoa Tea,One Up,1993,243.17,110.71,-8.08
2988,Getto Boys,Jack Orsen feat. Fumanschu_ Justus,Note 1+,2004,210.55,100.08,-3.28
2990,Ghastly Indoctrination,Dark Fortress,SA(c)ance,2006,459.34,115.37,-7.57
2992,Ghetto,Bad Azz,Money Run,2003,255.84,121.87,-7.53
2993,Ghetto Child,Eric Burdon,Wild & Wicked,1997,318.38,86.83,-11.16
2994,Ghetto Curse Words (Chopped&Screwed),5th Ward Boyz,Gangsta Funk,1994,120.82,95.47,-10.12
2996,Ghost Town Rituals (Album Version),Nights Like These,The Faithless,2006,305.89,124.87,-4.05
3003,Gief Konjunkturpaket VI,Afrob feat. Sarah,Der Letzte seiner Art,2009,258.19,180.33,-5.32
3007,Gimme Legs,The Chap,Well Done Europe,2010,213.89,120.19,-7.35
3008,Gin House Blues,Bessie Smith,Bessie Smith,2007,195.71,75.32,-21.78
3009,Gina,Geggy Tah,Sacred Cow,1996,165.41,147.51,-12.99
3012,Girl From A Pawnshop,The Black Crowes,Live,1996,404.58,119.71,-8.09
3014,Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version),Twista,The Day After,2005,259.71,124.73,-7.48
3016,Girl You're So Together,Michael Jackson,The Motown Years 50,1984,189.00,111.46,-10.44
3019,Girls Against Boys (LP Version),Vitamin C,Vitamin C,1999,256.84,117.20,-6.02
3020,Girls All Pause,Kurupt,Tha Streetz Iz A Mutha,1999,207.99,103.60,-7.80
3024,Give It,Helmet,Unsung: The Best Of Helmet 1991-1997,1992,257.54,144.97,-5.78
3027,Give It To Me,Grayson Capps,Wail & Ride,2006,124.19,101.08,-7.11
3028,Give It Up Or Let Me Go,Dixie Chicks,Wide Open Spaces,1998,296.31,103.86,-6.98
3029,Give It What U Got,SWAMI featuring Asuivre,EQUALIZE,2007,260.28,90.01,-2.94
3034,Give The People,EPMD,Business As Usual,1990,310.54,98.04,-11.44
3035,Give U My Heart,Toni Braxton Featuring Babyface,Ultimate Toni Braxton,2003,240.61,103.83,-4.23
3036,Give Your Heart a Home,Don Francisco,Signature Songs,1991,280.74,103.58,-15.64
3038,Given Up (Album Version),Linkin Park,Minutes To Midnight,2007,189.28,100.07,-4.03
3046,Glory Be,R.L. Burnside,A Bothered Mind,2004,277.79,89.98,-6.94
3047,Glory Bound (LP Version),Martin Sexton,The American,1998,267.36,141.44,-7.32
3049,Gnosis,Paul Avgerinos,Gnosis,2006,423.60,119.90,-23.03
3050,Go And Wash (Those Dirty Feet),Johnny Horton,Country Legend,2005,138.87,104.28,-16.06
3052,Go Back,Crabby Appleton,Rhino Hi-Five: Crabby Appleton,1970,186.70,89.09,-4.59
3057,God Bird Change,Al DiMeola,Electric Rendezvous,1982,231.00,141.51,-10.84
3058,God Bless You (Goddamn it),A Static Lullaby,Faso Latido,2005,237.43,80.41,-4.62
3059,God Don't Never Change,Blind Willie Johnson,Praise God I'm Satisfied,1989,172.25,95.68,-16.16
3060,God Gave Me You (Single/LP Version),Bryan White,How Lucky I Am,1999,245.81,151.53,-7.92
3061,God In My Bed,K's Choice,Live,1998,183.09,87.68,-14.47
3065,God Of Love (Album Version),Bad Brains,God Of Love,1995,163.19,105.45,-5.66
3068,God Save the Queen (Live),Sex Pistols,Punk International,1988,216.61,145.52,-3.74
3069,God Smack,Alice In Chains,Music Bank,1992,230.61,124.14,-4.44
3070,God Unchanging,Jaime Jamgochian,Above The Noise,2008,231.60,151.94,-6.67
3072,God You Are My God,Delirious,Fuse Box Glo / Mezzamorphis,2000,225.15,91.16,-9.83
3074,God's Will,Martina McBride,Martina,2003,349.34,127.43,-10.27
3077,Goin' To The River,Alice Cooper,Live! (Digitally Remastered),1982,210.55,140.46,-10.99
3079,Going Back To Memphis,Memphis Jug Band,Jug Band Waltz,2001,146.15,143.03,-21.85
3080,Going Back To New Orleans,Poncho Sanchez,Latin Spirits,2001,282.20,198.86,-7.15
3081,Going Down,Bryan Ferry,Frantic,2002,188.19,105.36,-10.10
3082,Going Down,The Germs,M.I.A.: The Complete Germs,1993,111.49,115.76,-8.89
3083,Going Down Slow,Mance Lipscomb,Texas Songster,2000,187.53,97.98,-23.53
3089,Going Out West,Jesse Malin,Love It To Life,2004,147.85,133.40,-10.55
3091,Going Under,Devo,Duty Now For The Future/New Traditionalists,1981,205.50,94.48,-16.62
3092,Gold Flames Of Angels,Human Disease,Our Flesh Deception,2004,190.80,140.05,-6.07
3094,Golden Touch (LP Version),Shinehead,Unity,1988,242.68,151.26,-23.20
3096,Gone,Kanye West / Consequence / Cam'Ron,Late Registration,2005,333.35,114.39,-6.03
3097,Gone,Frankie J,The One,2005,273.01,117.84,-6.73
3098,Gone,Sugarbomb,Bully,2001,219.74,139.78,-4.87
3100,Gone Dead On You Blues,Blind Lemon Jefferson,Southern Blues Volume 2,1972,165.35,132.59,-24.32
3101,Gone To The Movies,Semisonic,Feeling Strangely Fine,1998,232.25,98.00,-10.19
3103,Good Day,Britt Nicole,Say It,2007,203.78,132.02,-3.09
3105,Good Enough,Evanescence,The Open Door,2006,331.36,91.37,-12.53
3106,Good Friend,James Horner,Cocoon: The Return,2000,197.38,129.24,-29.41
3107,Good Girl Gone Bad,Rihanna,Good Girl Gone Bad: The Remixes,2007,208.17,128.08,-5.70
3108,Good Girl Gone Bad,Rihanna,Good Girl Gone Bad: Reloaded,2007,213.26,94.99,-6.15
3109,Good Girls_ Bad Guys,DMX / Dyme,...And Then There Was X,1999,233.40,119.58,-4.42
3112,Good Morning Captain,The Black Crowes,Before the Frost... Until the Freeze,2009,202.92,130.69,-12.02
3117,Good Texan,The Vaughan Brothers,Family Style,1990,262.30,142.37,-9.76
3119,Goodbye (Solo Version),Billy Bragg,I Keep Faith,2008,180.19,81.26,-17.81
3123,Goodnight Girl,Wet Wet Wet,All I Want,1992,257.25,93.16,-4.93
3127,Goody Two Shoes,Adam Ant,Friend Or Foe,1982,202.97,95.70,-3.40
3130,Goons Lurkin (Instrumental Album Version),Plies,The Real Testament,2007,233.43,110.93,-9.55
3134,Gossippo Perpetuo,Perrey And Kingsley,The Out Sound From Way In!,2001,127.95,135.78,-12.72
3136,Got It Twisted,Mobb Deep,Amerikaz Nightmare,2004,224.63,103.43,-5.63
3138,Got The Blues,Blind Lemon Jefferson,The Complete Classic Sides Remastered: Chicago 1926 Disc A,1926,175.15,101.68,-19.24
3139,Got The Bull By The Horns,Johnny Horton,The Spectacular Johnny Horton,1996,131.81,87.65,-11.01
3140,Got To Find My Little Woman,Blind Boy Fuller,Goin' Mad Blues Vol. 6,2005,151.20,87.90,-14.24
3141,Got To Give It Up,James Taylor Quartet,Don't Mess With Mr T,2007,198.35,84.19,-5.12
3142,"Got To Keep On (12"" Version)",Cookie Crew,Smash Hits 1989,1989,282.33,85.96,-10.71
3143,Got To Let You Go,Kim Wilson,Smokin' Joint,2001,555.55,163.09,-11.96
3145,Got To Tell The People,Cornell Campbell,Tell The People,1997,185.00,141.26,-15.73
3146,Got You Moving,DJ DLG feat. MC Flipside,On The Run / Back For More / Got You Moving EP,2006,377.63,128.01,-5.98
3147,Gotta Cut Out,Jimmy McCracklin,The Modern Recordings 1948-50,2002,147.64,101.24,-8.44
3149,Gotta Man,Frankee,The Good_ The Bad_ The Ugly,2004,149.99,110.77,-9.04
3150,Gotta Mind To Travel,Coco Montoya,Prime Chops Volume Three,1995,233.48,155.58,-5.67
3151,Gotta Pay (Produced by Oddisee),Wordsworth,Mirror Music,2004,254.98,120.20,-6.26
3152,Gotta Tell Somebody,Don Francisco,Signature Songs,1991,395.15,97.12,-11.01
3153,Govinda,Atman,Eternal Dance II,1997,394.87,125.37,-8.60
3157,Grad,Baroness,The Red Album,2007,354.79,98.76,-9.21
3160,"Grand-mA""re",Les Ogres De Barback,Irfan_ le hA(c)ros,1999,221.39,182.38,-7.47
3161,Grandbag's Funeral,Happy Mondays,Pills 'n' Thrills And Bellyaches,1990,200.80,113.78,-11.93
3165,Gravedom,Goatwhore,Eclipse of Ages Into Black,2000,205.64,113.56,-8.64
3166,Greasers,PRE,Epic Fits,2007,92.71,142.11,-3.97
3167,Great Big Problem,FFH,Voice From Home,2005,264.07,162.00,-5.20
3172,Greatest X,Janet Jackson,Discipline,2008,263.03,114.02,-7.01
3173,Green And Blue,Deep Forest,Comparsa,1997,294.40,87.00,-9.89
3176,Green Mind,Dinosaur Jr,Green Mind [Digital Version] [with Bonus Tracks],1991,298.58,135.31,-5.90
3178,Grey Skies Turn Blue,MxPx,Panic,2004,183.98,87.78,-3.86
3179,Grial II,TYR,TyR,2001,293.38,149.23,-6.34
3184,Grits Ain't Groceries,Rita Chiarelli,No-One to Blame,2004,208.40,120.13,-5.66
3187,Groovin',Jan Wayne,Gonna Move Ya!,2003,230.77,140.05,-5.42
3188,Groovin' In The Midnight,Maxi Priest,Best Of Maxi Priest,1991,301.82,61.97,-8.10
3192,Grottans Barn,Finntroll,NattfAPdd,2004,276.45,150.01,-6.51
3194,Group Sex,Circle Jerks,Group Sex,1980,63.53,162.38,-8.56
3195,Grow Proper,I Wayne,Lava Ground,2005,244.32,67.61,-5.59
3199,Guaguanco Raro,Richie Ray & Bobby Cruz,A life time of Hits.. (Live At Centro De Bellas Artes_ San Juan_ Puerto Rico.),1970,418.53,105.75,-7.62
3200,Guajira Y Ven,Willie Colon,Salsa Legende - Best of Willie Colon,2001,250.07,128.44,-7.82
3201,Guantanamera,Wyclef Jean,The Sunny Side Of Life,1997,208.30,87.97,-11.67
3202,Guarare,Ray Barretto,A Man And His Music,1992,335.23,138.37,-6.39
3206,Guardian Angel,Since The Flood,No Compromise,2007,194.93,174.28,-2.52
3207,Guardian Angel,Novaspace,Supernova,2002,231.55,185.97,-7.30
3209,Guardians Of The Forest,Wolfchant,A Pagan Storm,2007,208.56,210.03,-5.05
3210,Guayabera,Johannes Linstead,Zabuca,2003,294.66,115.05,-7.41
3212,Guided By History,Mithotyn,Gathered Around The Oaken Table,1999,391.03,110.90,-7.08
3213,Guidum,Abraham Laboriel,Guidum,1995,423.26,182.77,-10.49
3215,Guilty Partner,New Order,Technique [Collector's Edition],1989,288.03,146.29,-5.73
3216,Guitar Rag,Sylvester Weaver,Slidin' On The Frets: The Hawaiian Steel Guitar Phenomenon,1997,181.18,110.69,-20.44
3218,Gullveig,Black Messiah,First War Of The World,2009,488.41,124.04,-5.46
3221,Gun Pull,Theodore Shapiro,Fun With Dick And Jane,2006,109.84,131.41,-32.17
3223,Gun Thirsty,Bounty Killer,Nah No Mercy - The Warlord Scrolls,2001,225.25,96.01,-7.63
3224,Guns And The Young,Mighty Mighty Bosstones,More Noise And Other Disturbances,1992,142.73,143.26,-7.98
3225,Gut Rot,Fudge Tunnel,In A Word,1991,235.70,80.62,-12.42
3227,Guys Do It All The Time,Mindy McCready,Super Hits,1996,192.63,165.76,-6.78
3228,Gwendolina,Line Renaud,Les AnnA(c)es Chansons,1994,146.15,137.57,-12.16
3229,Gwithian,Luke Vibert,Lover's Acid,2005,418.79,101.91,-15.20
3231,Hablando A Un Cristal,CafA(c) Quijano,La Extraordinaria Paradoja Del Sonido Quijano,1999,205.40,104.04,-4.13
3232,Hack 1/Charlie X,Information Society,Hack,1990,211.96,120.58,-11.33
3233,Had To Call (featuring Snoop Dogg & Sleepy Eyed Jones)  (Explicit Chopped & Screwed Version),Twista,The Day After,2005,259.37,114.75,-6.95
3234,Hai Shava,Malkit Singh,Hai Shava,1993,324.52,210.31,-11.27
3235,Hala_ Tumba And Timbal,Airto Moreira,Life After That,2003,313.00,164.33,-12.59
3236,Half Ain't Been Told,Otis Spann,Walking The Blues,1989,283.30,113.84,-15.03
3238,Half The Fun,Snow Patrol,Final Straw,2004,174.60,142.01,-4.02
3245,Halloween,Dead Kennedys,Milking The Sacred Cow,1982,216.84,92.90,-4.26
3246,Halloween II,The Misfits,Collection 2,1981,133.28,83.95,-9.74
3248,Hammer & a Stone,Seven Mary Three,Backbooth,2008,283.17,140.67,-13.85
3261,Happy Cycling,Boards of Canada,Music Has The Right To Children,1996,472.53,100.01,-13.21
3263,Happy Mother's Day,Casiotone For The Painfully Alone,Etiquette,2006,47.46,72.69,-11.09
3264,Happy Safari,Bert Kaempfert,Two In One - A Singin' Safari/Safari Swings Again,1997,169.90,139.19,-15.94
3267,Happy Valentine's Day,OutKast,Speakerboxxx/The Love Below,2003,323.11,100.03,-4.02
3269,Harajuku Girls,Gwen Stefani,Love Angel Music Baby,2004,290.56,114.00,-4.17
3271,Harboring An Apparition,Mouth Of The Architect,111,2006,475.22,124.56,-8.32
3272,Hard Hitters,Dilated Peoples Featuring Black Thought,Expansion Team,2001,236.72,87.33,-5.27
3275,Hard Times,Eastmountainsouth,Eastmountainsouth,2003,225.62,125.99,-8.84
3276,Hard Times,RUN-DMC,Run DMC,1984,234.66,119.67,-12.75
3280,Hard To Laugh,Pursuit Of Happiness,Love Junk,1988,159.61,125.10,-9.22
3283,Harder To Breathe,Maroon 5,Songs About Jane,2002,173.66,149.92,-4.76
3284,Hardly Wait,Placebo,The Never Ending Why,2009,180.14,121.35,-4.42
3285,Harlem Nocturne,Les Brown,Live 12 May 1957,2007,172.88,86.44,-14.32
3286,Harlem Shuffle,Righteous Brothers,Classic,1999,188.55,103.23,-8.60
3289,Harmonic Necklace,Penguin CafA(c) Orchestra,Preludes_ Airs And Yodels (A Penguin Cafe Primer),1981,72.78,33.01,-41.69
3290,Harmony,Jesse Malin,On Your Sleeve,2008,165.41,139.01,-6.39
3291,Harmony Of The Forest,Kitaro,Thinking Of You,1999,382.51,98.76,-18.18
3292,Harry Flowers,William Orbit,Strange Cargo III,1993,270.94,146.39,-20.61
3295,Hasta El Final,La Portuaria,Rio,2005,224.91,122.03,-7.29
3296,Hasta Los Huesos,Andy & Lucas,Andy & Lucas,2003,208.93,93.36,-7.04
3297,Hate,Organized Konfusion,The Equinox,1997,198.35,175.77,-8.71
3298,Hate Zone,Brand X,Morrocan Roll,1977,281.52,201.01,-13.36
3300,Haughtiness And Puerile Dreams,Autumnblaze,Perdition Diaries,2009,277.76,159.89,-5.90
3302,Haunted House,Gene Simmons,Haunted House:The Complete Gene Simmons on Hi Records,1987,155.11,96.74,-10.31
3305,Have Fun Prelude,Speech,PEECHY,2003,24.92,72.85,-19.41
3306,Have It Your Way,Leigh Jones,Music in My Soul,2008,279.74,172.35,-9.03
3313,Have Yourself A Merry Little Christmas,Hem,Peace At Last - EP,2005,133.28,89.86,-15.74
3321,He Can't Love you,Michael Stanley Band,Right Back at Ya (1971-1983),1980,216.35,151.72,-10.92
3327,He Put The Hurt On Me,Tina Britt,Blue All The Way,2006,177.95,118.84,-7.16
3330,He Took A Cab To Neptune,Art Ensemble Of Chicago,Sirius Calling,2004,384.55,183.94,-15.73
3332,He Wasn't Man Enough,Toni Braxton,The Essential Toni Braxton,2000,262.09,175.96,-3.83
3333,He Who Breeds Pestilence,Behemoth,Evangelion,2009,341.24,129.83,-2.74
3334,He Will Break Your Heart,Jerry Butler,Spotlight On Jerry Butler,1960,167.18,87.76,-18.34
3343,Head Banger,EPMD,Def Jam 25_ Vol 16 - Lifer's Picks: 298 to 160 to 825,1992,291.16,180.47,-3.35
3344,Head Butt Da Deck,Silkie Ft. Harry Craze,City Limits Volume 1,2009,365.77,140.02,-8.68
3345,Head For Backstage Pass,Jeff Beck,Original Album Classics,1976,163.84,131.55,-8.95
3346,Head Gone/Wine Up Uh Self (Album Version),Elephant Man,Good 2 Go,2003,233.59,80.52,-7.47
3348,Head Over Heels,Sylvia Tosun,Head Over Heels - Club Mixes,2004,575.79,127.97,-6.32
3350,Headlines,John Fogerty,Eye Of The Zombie,1986,269.30,130.46,-5.07
3351,Headlock,Esser,Headlock,2008,191.56,121.99,-4.62
3352,Headsprung,LL Cool J,Headsprung,2004,270.11,99.91,-7.55
3353,Heal (The Separation) [H.E.L.P Breakbeat],The Shamen,Heal (The Separation),1996,247.54,110.04,-8.07
3354,Heal (The Separation) [PM Dawn Alt. Lead Mix],The Shamen,Heal (The Separation),1996,280.32,109.96,-9.20
3357,Healing of All Nations,Yami Bolo,Healing of All Nations,2001,214.31,139.04,-7.92
3358,Healing Power,Virgil Moorefield,Distractions On The Way To The King's Party,1994,236.28,123.00,-10.83
3360,Hear Me Now,Wet Wet Wet,Best Of,2004,242.65,95.47,-7.81
3363,Hear My Train A Comin',Jimi Hendrix,Valleys Of Neptune,1989,449.75,146.77,-8.24
3364,Heard 'Em Say,Kanye West / Adam Levine,Heard 'Em Say,2005,204.51,95.10,-11.38
3371,Heart Trouble,Martina McBride,The Way That I Am,1993,198.43,175.95,-7.96
3374,Heartbreaker,Free,Chronicles,1972,229.56,165.90,-11.68
3376,Heartburn,Alicia Keys,Unplugged,2003,183.43,105.78,-9.74
3378,Heather,Floor,Riddim Of Silence,2009,211.90,160.60,-7.03
3381,Heaven Can Wait,Michael Jackson,Invincible,2001,289.38,117.36,-3.57
3383,Heaven Only Knows,K-OS,Exit,2002,235.05,90.51,-9.64
3384,Heaven Stood Still,Mink DeVille,Le Chat Bleu,1980,173.92,41.95,-20.06
3386,Heaven's Hung In Black (Reprise),W.A.S.P.,Dominator,2007,193.75,161.03,-7.94
3387,Heaven's In New York,Wyclef Jean,CARNIVAL VOL. II Memoirs of an Immigrant,2007,287.50,85.96,-6.75
3388,Heavenly Father,FU-Schnickens,Greatest Hits,1992,276.95,102.74,-9.72
